

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  6599.00000 -0.107427E+04  0.823364E+03 -0.112283E+04  0.823154E+03 -0.276250E+03   -208.813   -166.898   -103.169    6599
  6600.00000 -0.107426E+04  0.823369E+03 -0.112282E+04  0.823159E+03 -0.276308E+03   -209.310   -168.012   -103.214    6600
  6601.00000 -0.107422E+04  0.823389E+03 -0.112277E+04  0.823179E+03 -0.276365E+03   -219.204   -169.784   -103.265    6601
  6602.00000 -0.107418E+04  0.823406E+03 -0.112274E+04  0.823196E+03 -0.276423E+03   -223.319   -172.181   -103.320    6602
  6603.00000 -0.107415E+04  0.823421E+03 -0.112270E+04  0.823211E+03 -0.276481E+03   -226.028   -174.358   -103.380    6603
  6604.00000 -0.107412E+04  0.823434E+03 -0.112267E+04  0.823224E+03 -0.276538E+03   -227.368   -176.254   -103.444    6604
  6605.00000 -0.107410E+04  0.823443E+03 -0.112265E+04  0.823233E+03 -0.276596E+03   -227.400   -177.809   -103.512    6605
  6606.00000 -0.107407E+04  0.823456E+03 -0.112263E+04  0.823246E+03 -0.276653E+03   -230.390   -179.586   -103.583    6606
  6607.00000 -0.107402E+04  0.823477E+03 -0.112258E+04  0.823267E+03 -0.276710E+03   -239.117   -182.276   -103.658    6607
  6608.00000 -0.107398E+04  0.823493E+03 -0.112254E+04  0.823283E+03 -0.276768E+03   -242.057   -184.716   -103.735    6608
  6609.00000 -0.107394E+04  0.823511E+03 -0.112250E+04  0.823301E+03 -0.276825E+03   -246.358   -187.180   -103.814    6609
  6610.00000 -0.107392E+04  0.823523E+03 -0.112248E+04  0.823313E+03 -0.276882E+03   -245.554   -188.093   -103.896    6610
  6611.00000 -0.107389E+04  0.823535E+03 -0.112245E+04  0.823325E+03 -0.276939E+03   -246.931   -189.855   -103.980    6611
  6612.00000 -0.107387E+04  0.823542E+03 -0.112243E+04  0.823333E+03 -0.276996E+03   -245.007   -191.141   -104.065    6612
  6613.00000 -0.107385E+04  0.823555E+03 -0.112240E+04  0.823345E+03 -0.277052E+03   -249.307   -192.895   -104.151    6613
  6614.00000 -0.107381E+04  0.823570E+03 -0.112237E+04  0.823360E+03 -0.277109E+03   -254.427   -195.031   -104.239    6614
  6615.00000 -0.107374E+04  0.823604E+03 -0.112229E+04  0.823394E+03 -0.277165E+03   -277.764   -199.517   -104.328    6615
  6616.00000 -0.107367E+04  0.823632E+03 -0.112223E+04  0.823422E+03 -0.277222E+03   -285.582   -203.630   -104.418    6616
  6617.00000 -0.107362E+04  0.823656E+03 -0.112218E+04  0.823446E+03 -0.277278E+03   -290.449   -207.240   -104.508    6617
  6618.00000 -0.107355E+04  0.823687E+03 -0.112211E+04  0.823477E+03 -0.277334E+03   -306.437   -211.737   -104.599    6618
  6619.00000 -0.107349E+04  0.823715E+03 -0.112205E+04  0.823505E+03 -0.277390E+03   -314.012   -215.960   -104.691    6619
  6620.00000 -0.107344E+04  0.823738E+03 -0.112199E+04  0.823528E+03 -0.277446E+03   -316.567   -218.213   -104.782    6620
  6621.00000 -0.107340E+04  0.823753E+03 -0.112196E+04  0.823543E+03 -0.277502E+03   -310.727   -220.676   -104.874    6621
  6622.00000 -0.107337E+04  0.823766E+03 -0.112193E+04  0.823556E+03 -0.277558E+03   -307.447   -222.679   -104.966    6622
  6623.00000 -0.107365E+04  0.823773E+03 -0.112220E+04  0.823564E+03 -0.277613E+03   -197.405   -210.991   -105.058    6623
  6624.00000 -0.107362E+04  0.823786E+03 -0.112218E+04  0.823576E+03 -0.277669E+03   -247.289   -212.158   -105.151    6624
  6625.00000 -0.107360E+04  0.823793E+03 -0.112216E+04  0.823583E+03 -0.277724E+03   -255.465   -213.387   -105.243    6625
  6626.00000 -0.107353E+04  0.823827E+03 -0.112209E+04  0.823617E+03 -0.277779E+03   -289.161   -217.863   -105.334    6626
  6627.00000 -0.107350E+04  0.823839E+03 -0.112206E+04  0.823629E+03 -0.277835E+03   -284.861   -220.239   -105.426    6627
  6628.00000 -0.107346E+04  0.823856E+03 -0.112202E+04  0.823646E+03 -0.277890E+03   -293.198   -222.800   -105.518    6628
  6629.00000 -0.107342E+04  0.823875E+03 -0.112198E+04  0.823665E+03 -0.277944E+03   -302.725   -225.763   -105.609    6629
  6630.00000 -0.107337E+04  0.823896E+03 -0.112193E+04  0.823686E+03 -0.277999E+03   -312.334   -227.691   -105.700    6630
  6631.00000 -0.107333E+04  0.823915E+03 -0.112189E+04  0.823705E+03 -0.278054E+03   -318.390   -230.699   -105.791    6631
  6632.00000 -0.107329E+04  0.823932E+03 -0.112185E+04  0.823723E+03 -0.278109E+03   -323.494   -233.565   -105.881    6632
  6633.00000 -0.107327E+04  0.823942E+03 -0.112183E+04  0.823732E+03 -0.278163E+03   -315.847   -235.186   -105.972    6633
  6634.00000 -0.107324E+04  0.823957E+03 -0.112180E+04  0.823747E+03 -0.278217E+03   -323.854   -237.513   -106.062    6634
  6635.00000 -0.107321E+04  0.823970E+03 -0.112177E+04  0.823760E+03 -0.278272E+03   -325.297   -238.271   -106.151    6635
  6636.00000 -0.107384E+04  0.823977E+03 -0.112240E+04  0.823767E+03 -0.278326E+03   -147.133   -213.392   -106.241    6636
  6637.00000 -0.107396E+04  0.823988E+03 -0.112252E+04  0.823778E+03 -0.278380E+03   -184.739   -207.476   -106.330    6637
  6638.00000 -0.107392E+04  0.824007E+03 -0.112247E+04  0.823797E+03 -0.278434E+03   -225.917   -209.205   -106.419    6638
  6639.00000 -0.107386E+04  0.824034E+03 -0.112241E+04  0.823824E+03 -0.278488E+03   -250.736   -211.423   -106.507    6639
  6640.00000 -0.107381E+04  0.824056E+03 -0.112236E+04  0.823846E+03 -0.278542E+03   -265.048   -214.264   -106.596    6640
  6641.00000 -0.107374E+04  0.824084E+03 -0.112230E+04  0.823874E+03 -0.278595E+03   -284.345   -217.116   -106.684    6641
  6642.00000 -0.107368E+04  0.824114E+03 -0.112224E+04  0.823904E+03 -0.278649E+03   -301.836   -220.250   -106.771    6642
  6643.00000 -0.107361E+04  0.824146E+03 -0.112216E+04  0.823936E+03 -0.278702E+03   -322.886   -224.705   -106.859    6643
  6644.00000 -0.107352E+04  0.824183E+03 -0.112208E+04  0.823973E+03 -0.278755E+03   -349.948   -229.031   -106.947    6644
  6645.00000 -0.107342E+04  0.824230E+03 -0.112197E+04  0.824021E+03 -0.278809E+03   -397.753   -235.915   -107.034    6645
  6646.00000 -0.107331E+04  0.824280E+03 -0.112186E+04  0.824070E+03 -0.278862E+03   -451.839   -242.566   -107.121    6646
  6647.00000 -0.107321E+04  0.824325E+03 -0.112176E+04  0.824116E+03 -0.278915E+03   -490.504   -248.723   -107.208    6647
  6648.00000 -0.107309E+04  0.824376E+03 -0.112165E+04  0.824166E+03 -0.278968E+03   -573.190   -257.408   -107.295    6648
  6649.00000 -0.107303E+04  0.824404E+03 -0.112159E+04  0.824194E+03 -0.279020E+03   -527.166   -260.936   -107.382    6649
  6650.00000 -0.107295E+04  0.824490E+03 -0.112151E+04  0.824280E+03 -0.279073E+03   -571.469   -268.365   -107.469    6650
  6651.00000 -0.107290E+04  0.824554E+03 -0.112146E+04  0.824344E+03 -0.279126E+03   -552.574   -273.048   -107.555    6651
  6652.00000 -0.107299E+04  0.824592E+03 -0.112155E+04  0.824382E+03 -0.279178E+03   -354.369   -268.401   -107.642    6652
  6653.00000 -0.107297E+04  0.824621E+03 -0.112153E+04  0.824411E+03 -0.279231E+03   -402.857   -268.752   -107.729    6653
  6654.00000 -0.107294E+04  0.824668E+03 -0.112150E+04  0.824458E+03 -0.279283E+03   -422.128   -270.487   -107.816    6654
  6655.00000 -0.107290E+04  0.824745E+03 -0.112146E+04  0.824535E+03 -0.279335E+03   -452.545   -275.991   -107.903    6655
  6656.00000 -0.107285E+04  0.824855E+03 -0.112141E+04  0.824645E+03 -0.279387E+03   -500.147   -282.211   -107.990    6656
  6657.00000 -0.107282E+04  0.824913E+03 -0.112138E+04  0.824703E+03 -0.279439E+03   -488.394   -287.926   -108.077    6657
  6658.00000 -0.107279E+04  0.824986E+03 -0.112135E+04  0.824776E+03 -0.279491E+03   -501.564   -291.335   -108.164    6658
  6659.00000 -0.107275E+04  0.825092E+03 -0.112131E+04  0.824882E+03 -0.279543E+03   -538.718   -296.751   -108.251    6659
  6660.00000 -0.107271E+04  0.825241E+03 -0.112127E+04  0.825031E+03 -0.279594E+03   -583.780   -306.820   -108.339    6660
  6661.00000 -0.107267E+04  0.825440E+03 -0.112122E+04  0.825230E+03 -0.279646E+03   -646.017   -318.080   -108.427    6661
  6662.00000 -0.107264E+04  0.825590E+03 -0.112120E+04  0.825380E+03 -0.279697E+03   -656.508   -330.557   -108.514    6662
  6663.00000 -0.107262E+04  0.825759E+03 -0.112117E+04  0.825549E+03 -0.279748E+03   -680.337   -340.145   -108.603    6663
  6664.00000 -0.107259E+04  0.826028E+03 -0.112115E+04  0.825818E+03 -0.279800E+03   -755.337   -357.866   -108.691    6664
  6665.00000 -0.107256E+04  0.826295E+03 -0.112112E+04  0.826086E+03 -0.279851E+03   -854.887   -377.158   -108.780    6665
  6666.00000 -0.107254E+04  0.826505E+03 -0.112109E+04  0.826295E+03 -0.279902E+03   -925.803   -394.931   -108.869    6666
  6667.00000 -0.107252E+04  0.826712E+03 -0.112107E+04  0.826503E+03 -0.279953E+03  -1015.570   -411.519   -108.958    6667
  6668.00000 -0.107249E+04  0.826917E+03 -0.112105E+04  0.826707E+03 -0.280003E+03  -1123.950   -428.629   -109.047    6668
  6669.00000 -0.107248E+04  0.827075E+03 -0.112104E+04  0.826865E+03 -0.280054E+03  -1186.670   -447.323   -109.137    6669
  6670.00000 -0.107246E+04  0.827267E+03 -0.112102E+04  0.827057E+03 -0.280104E+03  -1329.060   -463.356   -109.228    6670
  6671.00000 -0.107244E+04  0.827445E+03 -0.112100E+04  0.827235E+03 -0.280155E+03  -1442.600   -480.516   -109.318    6671
  6672.00000 -0.107243E+04  0.827657E+03 -0.112098E+04  0.827447E+03 -0.280205E+03  -1637.080   -500.651   -109.409    6672
  6673.00000 -0.107241E+04  0.827904E+03 -0.112096E+04  0.827695E+03 -0.280255E+03  -1940.290   -526.541   -109.500    6673
  6674.00000 -0.107239E+04  0.828135E+03 -0.112095E+04  0.827925E+03 -0.280306E+03  -2252.640   -560.517   -109.592    6674
  6675.00000 -0.108037E+04  0.828421E+03 -0.112893E+04  0.828211E+03 -0.280355E+03    -28.789   -266.072   -109.685    6675
  6676.00000 -0.108036E+04  0.828667E+03 -0.112892E+04  0.828457E+03 -0.280405E+03   -103.341   -212.377   -109.777    6676
  6677.00000 -0.108035E+04  0.828884E+03 -0.112890E+04  0.828674E+03 -0.280455E+03   -128.135   -205.981   -109.870    6677
  6678.00000 -0.108034E+04  0.829104E+03 -0.112889E+04  0.828894E+03 -0.280505E+03   -144.067   -204.876   -109.963    6678
  6679.00000 -0.108033E+04  0.829341E+03 -0.112888E+04  0.829131E+03 -0.280554E+03   -156.024   -206.109   -110.057    6679
  6680.00000 -0.108050E+04  0.829486E+03 -0.112906E+04  0.829276E+03 -0.280604E+03   -142.239   -203.999   -110.152    6680
  6681.00000 -0.108049E+04  0.829766E+03 -0.112905E+04  0.829557E+03 -0.280653E+03   -164.881   -207.179   -110.247    6681
  6682.00000 -0.108047E+04  0.830149E+03 -0.112903E+04  0.829939E+03 -0.280702E+03   -179.826   -213.327   -110.342    6682
  6683.00000 -0.108046E+04  0.830435E+03 -0.112902E+04  0.830225E+03 -0.280751E+03   -191.703   -219.598   -110.438    6683
  6684.00000 -0.108046E+04  0.830718E+03 -0.112902E+04  0.830508E+03 -0.280800E+03   -200.619   -225.419   -110.534    6684
  6685.00000 -0.108357E+04  0.830813E+03 -0.113213E+04  0.830603E+03 -0.280849E+03    -51.713   -193.434   -110.631    6685
  6686.00000 -0.108357E+04  0.830971E+03 -0.113213E+04  0.830761E+03 -0.280898E+03   -107.397   -190.003   -110.729    6686
  6687.00000 -0.108355E+04  0.831299E+03 -0.113211E+04  0.831089E+03 -0.280947E+03   -125.754   -192.018   -110.827    6687
  6688.00000 -0.108354E+04  0.831634E+03 -0.113210E+04  0.831424E+03 -0.280995E+03   -138.919   -195.873   -110.925    6688
  6689.00000 -0.108353E+04  0.831965E+03 -0.113209E+04  0.831755E+03 -0.281043E+03   -149.604   -200.018   -111.024    6689
  6690.00000 -0.108352E+04  0.832283E+03 -0.113207E+04  0.832073E+03 -0.281092E+03   -159.245   -204.463   -111.124    6690
  6691.00000 -0.108350E+04  0.832712E+03 -0.113206E+04  0.832502E+03 -0.281140E+03   -170.901   -210.640   -111.224    6691
  6692.00000 -0.108348E+04  0.833045E+03 -0.113204E+04  0.832835E+03 -0.281188E+03   -181.405   -217.100   -111.324    6692
  6693.00000 -0.108347E+04  0.833353E+03 -0.113202E+04  0.833143E+03 -0.281236E+03   -190.868   -222.697   -111.426    6693
  6694.00000 -0.108345E+04  0.833612E+03 -0.113201E+04  0.833402E+03 -0.281283E+03   -199.653   -227.747   -111.527    6694
  6695.00000 -0.108342E+04  0.834073E+03 -0.113198E+04  0.833863E+03 -0.281331E+03   -214.931   -235.713   -111.630    6695
  6696.00000 -0.109139E+04  0.834507E+03 -0.113995E+04  0.834297E+03 -0.281378E+03    -26.168   -185.013   -111.732    6696
  6697.00000 -0.109136E+04  0.834989E+03 -0.113992E+04  0.834779E+03 -0.281426E+03    -79.662   -179.033   -111.836    6697
  6698.00000 -0.109133E+04  0.835452E+03 -0.113989E+04  0.835242E+03 -0.281473E+03    -93.172   -174.990   -111.940    6698
  6699.00000 -0.109129E+04  0.835970E+03 -0.113985E+04  0.835760E+03 -0.281520E+03   -104.089   -168.625   -112.044    6699
  6700.00000 -0.109126E+04  0.836442E+03 -0.113982E+04  0.836232E+03 -0.281567E+03   -113.474   -165.544   -112.149    6700
  6701.00000 -0.109123E+04  0.836873E+03 -0.113979E+04  0.836663E+03 -0.281614E+03   -121.809   -165.306   -112.255    6701
  6702.00000 -0.109120E+04  0.837321E+03 -0.113975E+04  0.837111E+03 -0.281661E+03   -130.500   -167.100   -112.361    6702
  6703.00000 -0.109118E+04  0.837725E+03 -0.113973E+04  0.837515E+03 -0.281708E+03   -137.765   -170.102   -112.468    6703
  6704.00000 -0.109115E+04  0.838112E+03 -0.113971E+04  0.837902E+03 -0.281754E+03   -146.253   -173.063   -112.575    6704
  6705.00000 -0.109132E+04  0.838305E+03 -0.113988E+04  0.838095E+03 -0.281800E+03   -129.799   -172.572   -112.683    6705
  6706.00000 -0.109149E+04  0.838443E+03 -0.114005E+04  0.838233E+03 -0.281847E+03   -127.256   -172.149   -112.791    6706
  6707.00000 -0.109148E+04  0.838895E+03 -0.114003E+04  0.838685E+03 -0.281893E+03   -145.450   -176.054   -112.900    6707
  6708.00000 -0.109143E+04  0.839417E+03 -0.113999E+04  0.839207E+03 -0.281939E+03   -161.070   -183.149   -113.010    6708
  6709.00000 -0.109138E+04  0.840010E+03 -0.113994E+04  0.839800E+03 -0.281985E+03   -177.179   -191.465   -113.120    6709
  6710.00000 -0.109134E+04  0.840479E+03 -0.113990E+04  0.840269E+03 -0.282030E+03   -190.084   -200.728   -113.231    6710
  6711.00000 -0.109131E+04  0.840926E+03 -0.113986E+04  0.840716E+03 -0.282076E+03   -202.995   -209.445   -113.342    6711
  6712.00000 -0.109126E+04  0.841402E+03 -0.113982E+04  0.841192E+03 -0.282121E+03   -218.081   -218.805   -113.454    6712
  6713.00000 -0.109290E+04  0.841650E+03 -0.114146E+04  0.841440E+03 -0.282167E+03    -78.605   -207.748   -113.566    6713
  6714.00000 -0.109288E+04  0.841916E+03 -0.114143E+04  0.841706E+03 -0.282212E+03   -135.956   -210.756   -113.678    6714
  6715.00000 -0.110083E+04  0.842385E+03 -0.114939E+04  0.842176E+03 -0.282257E+03    -25.480   -176.674   -113.792    6715
  6716.00000 -0.110079E+04  0.842869E+03 -0.114935E+04  0.842659E+03 -0.282302E+03    -75.635   -169.556   -113.905    6716
  6717.00000 -0.110073E+04  0.843482E+03 -0.114929E+04  0.843272E+03 -0.282346E+03    -90.056   -161.027   -114.019    6717
  6718.00000 -0.110068E+04  0.844000E+03 -0.114924E+04  0.843790E+03 -0.282391E+03   -100.046   -158.128   -114.134    6718
  6719.00000 -0.110091E+04  0.844500E+03 -0.114947E+04  0.844290E+03 -0.282436E+03    -94.813   -156.338   -114.250    6719
  6720.00000 -0.110085E+04  0.845036E+03 -0.114941E+04  0.844826E+03 -0.282480E+03   -112.554   -157.846   -114.365    6720
  6721.00000 -0.110079E+04  0.845652E+03 -0.114935E+04  0.845442E+03 -0.282524E+03   -123.911   -161.079   -114.482    6721
  6722.00000 -0.110074E+04  0.846126E+03 -0.114930E+04  0.845916E+03 -0.282568E+03   -133.072   -164.621   -114.599    6722
  6723.00000 -0.110068E+04  0.846678E+03 -0.114924E+04  0.846468E+03 -0.282612E+03   -143.549   -168.851   -114.716    6723
  6724.00000 -0.110069E+04  0.847157E+03 -0.114925E+04  0.846947E+03 -0.282656E+03   -145.443   -172.544   -114.834    6724
  6725.00000 -0.110063E+04  0.847536E+03 -0.114919E+04  0.847326E+03 -0.282699E+03   -159.124   -176.424   -114.952    6725
  6726.00000 -0.110053E+04  0.848001E+03 -0.114909E+04  0.847791E+03 -0.282743E+03   -176.901   -181.685   -115.070    6726
  6727.00000 -0.110039E+04  0.848474E+03 -0.114894E+04  0.848264E+03 -0.282786E+03   -203.917   -188.534   -115.189    6727
  6728.00000 -0.110020E+04  0.848889E+03 -0.114875E+04  0.848679E+03 -0.282829E+03   -245.492   -178.137   -115.309    6728
  6729.00000 -0.109994E+04  0.849236E+03 -0.114850E+04  0.849026E+03 -0.282872E+03   -329.064   -169.218   -115.429    6729
  6730.00000 -0.109963E+04  0.849484E+03 -0.114819E+04  0.849274E+03 -0.282915E+03   -571.749   -178.049   -115.550    6730
  6731.00000 -0.109927E+04  0.849604E+03 -0.114783E+04  0.849394E+03 -0.282958E+03  -1902.650   -203.621   -115.670    6731
  6732.00000 -0.109925E+04  0.849604E+03 -0.114780E+04  0.849394E+03 -0.283000E+03   -494.212   -213.582   -115.792    6732
  6733.00000 -0.109986E+04  0.849604E+03 -0.114842E+04  0.849394E+03 -0.283043E+03   -157.328   -196.743   -115.913    6733
  6734.00000 -0.110057E+04  0.849604E+03 -0.114913E+04  0.849394E+03 -0.283085E+03   -119.592   -166.462   -116.035    6734
  6735.00000 -0.110033E+04  0.849604E+03 -0.114889E+04  0.849394E+03 -0.283127E+03   -215.082   -183.191   -116.158    6735
  6736.00000 -0.110029E+04  0.849604E+03 -0.114884E+04  0.849394E+03 -0.283169E+03   -210.826   -200.203   -116.281    6736
  6737.00000 -0.110011E+04  0.849604E+03 -0.114867E+04  0.849394E+03 -0.283211E+03   -264.546   -200.943   -116.404    6737
  6738.00000 -0.110248E+04  0.849604E+03 -0.115104E+04  0.849394E+03 -0.283253E+03    -63.310    -65.076   -116.528    6738
  6739.00000 -0.110343E+04  0.849604E+03 -0.115199E+04  0.849394E+03 -0.283294E+03    -78.601    -79.154   -116.652    6739
  6740.00000 -0.110341E+04  0.849606E+03 -0.115197E+04  0.849396E+03 -0.283336E+03   -114.683   -111.695   -116.776    6740
  6741.00000 -0.110320E+04  0.849608E+03 -0.115176E+04  0.849398E+03 -0.283377E+03   -143.822   -137.318   -116.901    6741
  6742.00000 -0.110293E+04  0.849612E+03 -0.115149E+04  0.849402E+03 -0.283418E+03   -171.846   -158.329   -117.026    6742
  6743.00000 -0.110270E+04  0.849615E+03 -0.115126E+04  0.849405E+03 -0.283459E+03   -187.582   -173.016   -117.152    6743
  6744.00000 -0.110246E+04  0.849620E+03 -0.115102E+04  0.849410E+03 -0.283500E+03   -209.693   -186.533   -117.278    6744
  6745.00000 -0.110224E+04  0.849625E+03 -0.115079E+04  0.849415E+03 -0.283540E+03   -227.931   -201.548   -117.404    6745
  6746.00000 -0.111005E+04  0.849630E+03 -0.115861E+04  0.849420E+03 -0.283581E+03    -25.809    -26.062   -117.530    6746
  6747.00000 -0.110982E+04  0.849636E+03 -0.115838E+04  0.849426E+03 -0.283621E+03    -78.350    -71.176   -117.657    6747
  6748.00000 -0.110957E+04  0.849644E+03 -0.115813E+04  0.849434E+03 -0.283661E+03    -93.340    -83.826   -117.784    6748
  6749.00000 -0.110927E+04  0.849654E+03 -0.115783E+04  0.849444E+03 -0.283702E+03   -107.287    -95.722   -117.912    6749
  6750.00000 -0.110912E+04  0.849659E+03 -0.115768E+04  0.849449E+03 -0.283741E+03   -109.633    -98.725   -118.040    6750
  6751.00000 -0.110885E+04  0.849669E+03 -0.115741E+04  0.849459E+03 -0.283781E+03   -124.185   -107.822   -118.168    6751
  6752.00000 -0.110857E+04  0.849681E+03 -0.115712E+04  0.849471E+03 -0.283821E+03   -137.505   -118.073   -118.296    6752
  6753.00000 -0.110825E+04  0.849695E+03 -0.115680E+04  0.849485E+03 -0.283860E+03   -154.759   -127.997   -118.425    6753
  6754.00000 -0.110794E+04  0.849710E+03 -0.115650E+04  0.849500E+03 -0.283899E+03   -169.618   -138.884   -118.554    6754
  6755.00000 -0.110761E+04  0.849727E+03 -0.115617E+04  0.849517E+03 -0.283938E+03   -191.991   -149.719   -118.684    6755
  6756.00000 -0.110740E+04  0.849739E+03 -0.115596E+04  0.849530E+03 -0.283977E+03   -188.716   -154.509   -118.813    6756
  6757.00000 -0.110725E+04  0.849754E+03 -0.115580E+04  0.849544E+03 -0.284016E+03   -184.322   -154.298   -118.943    6757
